fecha,mes,anio,linea,tipo_pago,afluencia
2021-07-10,Julio,2021,Linea 2,Gratuidad,5797.0
2021-07-10,Julio,2021,Linea 3,Prepago,85798.0
2021-07-10,Julio,2021,Linea 3,Gratuidad,9373.0
2021-07-10,Julio,2021,Linea 4,Prepago,66591.0
2021-07-10,Julio,2021,Linea 4,Gratuidad,2497.0
2021-07-10,Julio,2021,Linea 5,Prepago,123101.0
2021-07-10,Julio,2021,Linea 5,Gratuidad,12117.0
2021-07-10,Julio,2021,Linea 6,Prepago,100202.0
2021-07-10,Julio,2021,Linea 6,Gratuidad,7796.0
2021-07-10,Julio,2021,Linea 7,Prepago,71298.0
2021-07-10,Julio,2021,Linea 7,Gratuidad,890.0
2021-07-11,Julio,2021,Linea 1,Prepago,106471.0
2021-07-11,Julio,2021,Linea 1,Gratuidad,7919.0
2021-07-11,Julio,2021,Linea 2,Prepago,57189.0
2021-07-11,Julio,2021,Linea 2,Gratuidad,4234.0
2021-07-11,Julio,2021,Linea 3,Prepago,53249.0
2021-07-11,Julio,2021,Linea 3,Gratuidad,7682.0
2021-07-11,Julio,2021,Linea 4,Prepago,27744.0
2021-07-11,Julio,2021,Linea 4,Gratuidad,1769.0
2021-07-11,Julio,2021,Linea 5,Prepago,76843.0
2021-07-11,Julio,2021,Linea 5,Gratuidad,10006.0
2021-07-11,Julio,2021,Linea 6,Prepago,57970.0
2021-07-11,Julio,2021,Linea 6,Gratuidad,5576.0
2021-07-11,Julio,2021,Linea 7,Prepago,52258.0
2021-07-11,Julio,2021,Linea 7,Gratuidad,736.0
2021-07-12,Julio,2021,Linea 1,Prepago,262720.0
2021-07-12,Julio,2021,Linea 1,Gratuidad,14923.0
2021-07-12,Julio,2021,Linea 2,Prepago,119585.0
2021-07-12,Julio,2021,Linea 2,Gratuidad,8012.0
2021-07-12,Julio,2021,Linea 3,Prepago,103118.0
2021-07-12,Julio,2021,Linea 3,Gratuidad,12256.0
2021-07-12,Julio,2021,Linea 4,Prepago,58274.0
2021-07-12,Julio,2021,Linea 4,Gratuidad,2819.0
2021-07-12,Julio,2021,Linea 5,Prepago,141591.0
2021-07-12,Julio,2021,Linea 5,Gratuidad,14503.0
2021-07-12,Julio,2021,Linea 6,Prepago,107959.0
2021-07-12,Julio,2021,Linea 6,Gratuidad,10149.0
2021-07-12,Julio,2021,Linea 7,Prepago,76925.0
2021-07-12,Julio,2021,Linea 7,Gratuidad,1310.0
2021-07-13,Julio,2021,Linea 1,Prepago,260261.0
2021-07-13,Julio,2021,Linea 1,Gratuidad,14074.0
2021-07-13,Julio,2021,Linea 2,Prepago,120331.0
2021-07-13,Julio,2021,Linea 2,Gratuidad,7560.0
2021-07-13,Julio,2021,Linea 3,Prepago,103961.0
2021-07-13,Julio,2021,Linea 3,Gratuidad,10574.0
2021-07-13,Julio,2021,Linea 4,Prepago,60065.0
2021-07-13,Julio,2021,Linea 4,Gratuidad,2748.0
2021-07-13,Julio,2021,Linea 5,Prepago,138537.0
2021-07-13,Julio,2021,Linea 5,Gratuidad,14474.0
2021-07-13,Julio,2021,Linea 6,Prepago,108502.0
2021-07-13,Julio,2021,Linea 6,Gratuidad,9193.0
2021-07-13,Julio,2021,Linea 7,Prepago,77220.0
2021-07-13,Julio,2021,Linea 7,Gratuidad,964.0
2021-07-14,Julio,2021,Linea 1,Prepago,274213.0
2021-07-14,Julio,2021,Linea 1,Gratuidad,14533.0
2021-07-14,Julio,2021,Linea 2,Prepago,122784.0
2021-07-14,Julio,2021,Linea 2,Gratuidad,7755.0
2021-07-14,Julio,2021,Linea 3,Prepago,106163.0
2021-07-14,Julio,2021,Linea 3,Gratuidad,11318.0
2021-07-14,Julio,2021,Linea 4,Prepago,64967.0
2021-07-14,Julio,2021,Linea 4,Gratuidad,2865.0
2021-07-14,Julio,2021,Linea 5,Prepago,140539.0
2021-07-14,Julio,2021,Linea 5,Gratuidad,15016.0
2021-07-14,Julio,2021,Linea 6,Prepago,120259.0
2021-07-14,Julio,2021,Linea 6,Gratuidad,9276.0
2021-07-14,Julio,2021,Linea 7,Prepago,83049.0
2021-07-14,Julio,2021,Linea 7,Gratuidad,1183.0
2021-07-15,Julio,2021,Linea 1,Prepago,276548.0
2021-07-15,Julio,2021,Linea 1,Gratuidad,14595.0
2021-07-15,Julio,2021,Linea 2,Prepago,123722.0
2021-07-15,Julio,2021,Linea 2,Gratuidad,7619.0
2021-07-15,Julio,2021,Linea 3,Prepago,108752.0
2021-07-15,Julio,2021,Linea 3,Gratuidad,11579.0
2021-07-15,Julio,2021,Linea 4,Prepago,59694.0
2021-07-15,Julio,2021,Linea 4,Gratuidad,2662.0
2021-07-15,Julio,2021,Linea 5,Prepago,144392.0
2021-07-15,Julio,2021,Linea 5,Gratuidad,14285.0
2021-07-15,Julio,2021,Linea 6,Prepago,118753.0
2021-07-15,Julio,2021,Linea 6,Gratuidad,10523.0
2021-07-15,Julio,2021,Linea 7,Prepago,75649.0
2021-07-15,Julio,2021,Linea 7,Gratuidad,1078.0
2021-07-16,Julio,2021,Linea 1,Prepago,291932.0
2021-07-16,Julio,2021,Linea 1,Gratuidad,15156.0
2021-07-16,Julio,2021,Linea 2,Prepago,129708.0
2021-07-16,Julio,2021,Linea 2,Gratuidad,7908.0
2021-07-16,Julio,2021,Linea 3,Prepago,114288.0
2021-07-16,Julio,2021,Linea 3,Gratuidad,10833.0
2021-07-16,Julio,2021,Linea 4,Prepago,68177.0
2021-07-16,Julio,2021,Linea 4,Gratuidad,2749.0
2021-07-16,Julio,2021,Linea 5,Prepago,157022.0
2021-07-16,Julio,2021,Linea 5,Gratuidad,15020.0
2021-07-16,Julio,2021,Linea 6,Prepago,120634.0
2021-07-16,Julio,2021,Linea 6,Gratuidad,9631.0
2021-07-16,Julio,2021,Linea 7,Prepago,83502.0
2021-07-16,Julio,2021,Linea 7,Gratuidad,1122.0
2021-07-17,Julio,2021,Linea 1,Prepago,187020.0
2021-07-17,Julio,2021,Linea 1,Gratuidad,10693.0
2021-07-17,Julio,2021,Linea 2,Prepago,91676.0
2021-07-17,Julio,2021,Linea 2,Gratuidad,5735.0
2021-07-17,Julio,2021,Linea 3,Prepago,84949.0
2021-07-17,Julio,2021,Linea 3,Gratuidad,8627.0
2021-07-17,Julio,2021,Linea 4,Prepago,66008.0
2021-07-17,Julio,2021,Linea 4,Gratuidad,2617.0
2021-07-17,Julio,2021,Linea 5,Prepago,118325.0
2021-07-17,Julio,2021,Linea 5,Gratuidad,12120.0
2021-07-17,Julio,2021,Linea 6,Prepago,89159.0
2021-07-17,Julio,2021,Linea 6,Gratuidad,7254.0
2021-07-17,Julio,2021,Linea 7,Prepago,71730.0
2021-07-17,Julio,2021,Linea 7,Gratuidad,852.0
2021-07-18,Julio,2021,Linea 1,Prepago,112370.0
2021-07-18,Julio,2021,Linea 1,Gratuidad,8225.0
2021-07-18,Julio,2021,Linea 2,Prepago,58319.0
2021-07-18,Julio,2021,Linea 2,Gratuidad,4181.0
2021-07-18,Julio,2021,Linea 3,Prepago,55226.0
2021-07-18,Julio,2021,Linea 3,Gratuidad,6479.0
2021-07-18,Julio,2021,Linea 4,Prepago,28487.0
2021-07-18,Julio,2021,Linea 4,Gratuidad,1793.0
2021-07-18,Julio,2021,Linea 5,Prepago,76808.0
2021-07-18,Julio,2021,Linea 5,Gratuidad,9387.0
2021-07-18,Julio,2021,Linea 6,Prepago,58183.0
2021-07-18,Julio,2021,Linea 6,Gratuidad,5602.0
2021-07-18,Julio,2021,Linea 7,Prepago,45291.0
2021-07-18,Julio,2021,Linea 7,Gratuidad,753.0
2021-07-19,Julio,2021,Linea 1,Prepago,259219.0
2021-07-19,Julio,2021,Linea 1,Gratuidad,14219.0
2021-07-19,Julio,2021,Linea 2,Prepago,118676.0
2021-07-19,Julio,2021,Linea 2,Gratuidad,7945.0
2021-07-19,Julio,2021,Linea 3,Prepago,99103.0
2021-07-19,Julio,2021,Linea 3,Gratuidad,10845.0
2021-07-19,Julio,2021,Linea 4,Prepago,62401.0
2021-07-19,Julio,2021,Linea 4,Gratuidad,2880.0
2021-07-19,Julio,2021,Linea 5,Prepago,142246.0
2021-07-19,Julio,2021,Linea 5,Gratuidad,14752.0
2021-07-19,Julio,2021,Linea 6,Prepago,108572.0
2021-07-19,Julio,2021,Linea 6,Gratuidad,8772.0
2021-07-19,Julio,2021,Linea 7,Prepago,83395.0
2021-07-19,Julio,2021,Linea 7,Gratuidad,829.0
2021-07-20,Julio,2021,Linea 1,Prepago,264883.0
2021-07-20,Julio,2021,Linea 1,Gratuidad,13856.0
2021-07-20,Julio,2021,Linea 2,Prepago,122354.0
2021-07-20,Julio,2021,Linea 2,Gratuidad,6421.0
2021-07-20,Julio,2021,Linea 3,Prepago,101004.0
2021-07-20,Julio,2021,Linea 3,Gratuidad,10274.0
2021-07-20,Julio,2021,Linea 4,Prepago,60874.0
2021-07-20,Julio,2021,Linea 4,Gratuidad,2677.0
2021-07-20,Julio,2021,Linea 5,Prepago,139773.0
2021-07-20,Julio,2021,Linea 5,Gratuidad,14283.0
2021-07-20,Julio,2021,Linea 6,Prepago,117374.0
2021-07-20,Julio,2021,Linea 6,Gratuidad,9190.0
2021-07-20,Julio,2021,Linea 7,Prepago,88005.0
2021-07-20,Julio,2021,Linea 7,Gratuidad,1516.0
2021-07-21,Julio,2021,Linea 1,Prepago,255904.0
2021-07-21,Julio,2021,Linea 1,Gratuidad,14429.0
2021-07-21,Julio,2021,Linea 2,Prepago,121429.0
2021-07-21,Julio,2021,Linea 2,Gratuidad,5740.0
2021-07-21,Julio,2021,Linea 3,Prepago,100841.0
2021-07-21,Julio,2021,Linea 3,Gratuidad,9025.0
2021-07-21,Julio,2021,Linea 4,Prepago,64424.0
2021-07-21,Julio,2021,Linea 4,Gratuidad,2939.0
2021-07-21,Julio,2021,Linea 5,Prepago,142974.0
2021-07-21,Julio,2021,Linea 5,Gratuidad,14292.0
2021-07-21,Julio,2021,Linea 6,Prepago,115561.0
2021-07-21,Julio,2021,Linea 6,Gratuidad,9762.0
2021-07-21,Julio,2021,Linea 7,Prepago,100840.0
2021-07-21,Julio,2021,Linea 7,Gratuidad,1516.0
2021-07-22,Julio,2021,Linea 1,Prepago,261422.0
2021-07-22,Julio,2021,Linea 1,Gratuidad,13958.0
2021-07-22,Julio,2021,Linea 2,Prepago,115712.0
2021-07-22,Julio,2021,Linea 2,Gratuidad,8015.0
2021-07-22,Julio,2021,Linea 3,Prepago,99645.0
2021-07-22,Julio,2021,Linea 3,Gratuidad,9713.0
2021-07-22,Julio,2021,Linea 4,Prepago,61646.0
2021-07-22,Julio,2021,Linea 4,Gratuidad,2562.0
2021-07-22,Julio,2021,Linea 5,Prepago,140150.0
2021-07-22,Julio,2021,Linea 5,Gratuidad,13797.0
2021-07-22,Julio,2021,Linea 6,Prepago,115180.0
2021-07-22,Julio,2021,Linea 6,Gratuidad,8574.0
2021-07-22,Julio,2021,Linea 7,Prepago,92824.0
2021-07-22,Julio,2021,Linea 7,Gratuidad,1284.0
2021-07-23,Julio,2021,Linea 1,Prepago,276769.0
2021-07-23,Julio,2021,Linea 1,Gratuidad,14198.0
2021-07-23,Julio,2021,Linea 2,Prepago,120386.0
2021-07-23,Julio,2021,Linea 2,Gratuidad,8069.0
2021-07-23,Julio,2021,Linea 3,Prepago,108656.0
2021-07-23,Julio,2021,Linea 3,Gratuidad,9604.0
2021-07-23,Julio,2021,Linea 4,Prepago,63626.0
2021-07-23,Julio,2021,Linea 4,Gratuidad,2581.0
2021-07-23,Julio,2021,Linea 5,Prepago,151676.0
2021-07-23,Julio,2021,Linea 5,Gratuidad,14775.0
2021-07-23,Julio,2021,Linea 6,Prepago,126827.0
2021-07-23,Julio,2021,Linea 6,Gratuidad,9608.0
2021-07-23,Julio,2021,Linea 7,Prepago,98288.0
2021-07-23,Julio,2021,Linea 7,Gratuidad,1637.0
2021-07-24,Julio,2021,Linea 1,Prepago,178113.0
2021-07-24,Julio,2021,Linea 1,Gratuidad,10434.0
2021-07-24,Julio,2021,Linea 2,Prepago,87612.0
2021-07-24,Julio,2021,Linea 2,Gratuidad,5949.0
2021-07-24,Julio,2021,Linea 3,Prepago,84715.0
2021-07-24,Julio,2021,Linea 3,Gratuidad,7310.0
2021-07-24,Julio,2021,Linea 4,Prepago,61514.0
2021-07-24,Julio,2021,Linea 4,Gratuidad,2488.0
2021-07-24,Julio,2021,Linea 5,Prepago,114363.0
2021-07-24,Julio,2021,Linea 5,Gratuidad,11652.0
2021-07-24,Julio,2021,Linea 6,Prepago,86084.0
2021-07-24,Julio,2021,Linea 6,Gratuidad,7629.0
2021-07-24,Julio,2021,Linea 7,Prepago,70966.0
2021-07-24,Julio,2021,Linea 7,Gratuidad,1011.0
2021-07-25,Julio,2021,Linea 1,Prepago,103090.0
2021-07-25,Julio,2021,Linea 1,Gratuidad,7814.0
2021-07-25,Julio,2021,Linea 2,Prepago,55525.0
2021-07-25,Julio,2021,Linea 2,Gratuidad,4604.0
2021-07-25,Julio,2021,Linea 3,Prepago,49255.0
2021-07-25,Julio,2021,Linea 3,Gratuidad,6052.0
2021-07-25,Julio,2021,Linea 4,Prepago,26668.0
2021-07-25,Julio,2021,Linea 4,Gratuidad,1761.0
2021-07-25,Julio,2021,Linea 5,Prepago,80232.0
2021-07-25,Julio,2021,Linea 5,Gratuidad,9558.0
2021-07-25,Julio,2021,Linea 6,Prepago,55787.0
2021-07-25,Julio,2021,Linea 6,Gratuidad,5486.0
2021-07-25,Julio,2021,Linea 7,Prepago,44664.0
2021-07-25,Julio,2021,Linea 7,Gratuidad,600.0
2021-07-26,Julio,2021,Linea 1,Prepago,252885.0
2021-07-26,Julio,2021,Linea 1,Gratuidad,13478.0
2021-07-26,Julio,2021,Linea 2,Prepago,112303.0
2021-07-26,Julio,2021,Linea 2,Gratuidad,7932.0
2021-07-26,Julio,2021,Linea 3,Prepago,94145.0
2021-07-26,Julio,2021,Linea 3,Gratuidad,8763.0
2021-07-26,Julio,2021,Linea 4,Prepago,56374.0
2021-07-26,Julio,2021,Linea 4,Gratuidad,2595.0
2021-07-26,Julio,2021,Linea 5,Prepago,134487.0
2021-07-26,Julio,2021,Linea 5,Gratuidad,13906.0
2021-07-26,Julio,2021,Linea 6,Prepago,104050.0
2021-07-26,Julio,2021,Linea 6,Gratuidad,9223.0
2021-07-26,Julio,2021,Linea 7,Prepago,88691.0
2021-07-26,Julio,2021,Linea 7,Gratuidad,1273.0
2021-07-27,Julio,2021,Linea 1,Prepago,256242.0
2021-07-27,Julio,2021,Linea 1,Gratuidad,14175.0
2021-07-27,Julio,2021,Linea 2,Prepago,117503.0
2021-07-27,Julio,2021,Linea 2,Gratuidad,7915.0
2021-07-27,Julio,2021,Linea 3,Prepago,102242.0
2021-07-27,Julio,2021,Linea 3,Gratuidad,9943.0
2021-07-27,Julio,2021,Linea 4,Prepago,59095.0
2021-07-27,Julio,2021,Linea 4,Gratuidad,2726.0
2021-07-27,Julio,2021,Linea 5,Prepago,138585.0
2021-07-27,Julio,2021,Linea 5,Gratuidad,13663.0
2021-07-27,Julio,2021,Linea 6,Prepago,121385.0
2021-07-27,Julio,2021,Linea 6,Gratuidad,9871.0
2021-07-27,Julio,2021,Linea 7,Prepago,96559.0
2021-07-27,Julio,2021,Linea 7,Gratuidad,1594.0
2021-07-28,Julio,2021,Linea 1,Prepago,256145.0
2021-07-28,Julio,2021,Linea 1,Gratuidad,13955.0
2021-07-28,Julio,2021,Linea 2,Prepago,117248.0
2021-07-28,Julio,2021,Linea 2,Gratuidad,7757.0
2021-07-28,Julio,2021,Linea 3,Prepago,99911.0
2021-07-28,Julio,2021,Linea 3,Gratuidad,9874.0
2021-07-28,Julio,2021,Linea 4,Prepago,57532.0
2021-07-28,Julio,2021,Linea 4,Gratuidad,2569.0
2021-07-28,Julio,2021,Linea 5,Prepago,135493.0
2021-07-28,Julio,2021,Linea 5,Gratuidad,13892.0
2021-07-28,Julio,2021,Linea 6,Prepago,118495.0
2021-07-28,Julio,2021,Linea 6,Gratuidad,9215.0
2021-07-28,Julio,2021,Linea 7,Prepago,102068.0
2021-07-28,Julio,2021,Linea 7,Gratuidad,1196.0
2021-07-29,Julio,2021,Linea 1,Prepago,259114.0
2021-07-29,Julio,2021,Linea 1,Gratuidad,13815.0
2021-07-29,Julio,2021,Linea 2,Prepago,119290.0
2021-07-29,Julio,2021,Linea 2,Gratuidad,7585.0
2021-07-29,Julio,2021,Linea 3,Prepago,103985.0
2021-07-29,Julio,2021,Linea 3,Gratuidad,9589.0
2021-07-29,Julio,2021,Linea 4,Prepago,62084.0
2021-07-29,Julio,2021,Linea 4,Gratuidad,2595.0
2021-07-29,Julio,2021,Linea 5,Prepago,140742.0
2021-07-29,Julio,2021,Linea 5,Gratuidad,13662.0
2021-07-29,Julio,2021,Linea 6,Prepago,126231.0
2021-07-29,Julio,2021,Linea 6,Gratuidad,9401.0
2021-07-29,Julio,2021,Linea 7,Prepago,99380.0
2021-07-29,Julio,2021,Linea 7,Gratuidad,1497.0
2021-07-30,Julio,2021,Linea 1,Prepago,277519.0
2021-07-30,Julio,2021,Linea 1,Gratuidad,14478.0
2021-07-30,Julio,2021,Linea 2,Prepago,123097.0
2021-07-30,Julio,2021,Linea 2,Gratuidad,8058.0
2021-07-30,Julio,2021,Linea 3,Prepago,105314.0
2021-07-30,Julio,2021,Linea 3,Gratuidad,9728.0
2021-07-30,Julio,2021,Linea 4,Prepago,62199.0
2021-07-30,Julio,2021,Linea 4,Gratuidad,2714.0
2021-07-30,Julio,2021,Linea 5,Prepago,151203.0
2021-07-30,Julio,2021,Linea 5,Gratuidad,14327.0
2021-07-30,Julio,2021,Linea 6,Prepago,127889.0
2021-07-30,Julio,2021,Linea 6,Gratuidad,9630.0
2021-07-30,Julio,2021,Linea 7,Prepago,96477.0
2021-07-30,Julio,2021,Linea 7,Gratuidad,1552.0
2021-07-31,Julio,2021,Linea 1,Prepago,178015.0
2021-07-31,Julio,2021,Linea 1,Gratuidad,10762.0
2021-07-31,Julio,2021,Linea 2,Prepago,91408.0
2021-07-31,Julio,2021,Linea 2,Gratuidad,6499.0
2021-07-31,Julio,2021,Linea 3,Prepago,83798.0
2021-07-31,Julio,2021,Linea 3,Gratuidad,8076.0
2021-07-31,Julio,2021,Linea 4,Prepago,62796.0
2021-07-31,Julio,2021,Linea 4,Gratuidad,2541.0
2021-07-31,Julio,2021,Linea 5,Prepago,113755.0
2021-07-31,Julio,2021,Linea 5,Gratuidad,11487.0
2021-07-31,Julio,2021,Linea 6,Prepago,96587.0
2021-07-31,Julio,2021,Linea 6,Gratuidad,7547.0
2021-07-31,Julio,2021,Linea 7,Prepago,73313.0
2021-07-31,Julio,2021,Linea 7,Gratuidad,846.0
2021-08-01,Agosto,2021,Linea 1,Prepago,106543.0
2021-08-01,Agosto,2021,Linea 1,Gratuidad,7815.0
2021-08-01,Agosto,2021,Linea 2,Prepago,57136.0
2021-08-01,Agosto,2021,Linea 2,Gratuidad,4831.0
2021-08-01,Agosto,2021,Linea 3,Prepago,49721.0
2021-08-01,Agosto,2021,Linea 3,Gratuidad,5027.0
2021-08-01,Agosto,2021,Linea 4,Prepago,27400.0
2021-08-01,Agosto,2021,Linea 4,Gratuidad,1844.0
2021-08-01,Agosto,2021,Linea 5,Prepago,78074.0
2021-08-01,Agosto,2021,Linea 5,Gratuidad,9872.0
2021-08-01,Agosto,2021,Linea 6,Prepago,56130.0
2021-08-01,Agosto,2021,Linea 6,Gratuidad,5691.0
2021-08-01,Agosto,2021,Linea 7,Prepago,45812.0
2021-08-01,Agosto,2021,Linea 7,Gratuidad,824.0
2021-08-02,Agosto,2021,Linea 1,Prepago,252238.0
2021-08-02,Agosto,2021,Linea 1,Gratuidad,14557.0
2021-08-02,Agosto,2021,Linea 2,Prepago,118982.0
2021-08-02,Agosto,2021,Linea 2,Gratuidad,8098.0
2021-08-02,Agosto,2021,Linea 3,Prepago,101119.0
2021-08-02,Agosto,2021,Linea 3,Gratuidad,7900.0
2021-08-02,Agosto,2021,Linea 4,Prepago,63582.0
2021-08-02,Agosto,2021,Linea 4,Gratuidad,2723.0
2021-08-02,Agosto,2021,Linea 5,Prepago,142789.0
2021-08-02,Agosto,2021,Linea 5,Gratuidad,14357.0
2021-08-02,Agosto,2021,Linea 6,Prepago,108156.0
2021-08-02,Agosto,2021,Linea 6,Gratuidad,10220.0
2021-08-02,Agosto,2021,Linea 7,Prepago,81289.0
2021-08-02,Agosto,2021,Linea 7,Gratuidad,1483.0
2021-08-03,Agosto,2021,Linea 1,Prepago,258957.0
2021-08-03,Agosto,2021,Linea 1,Gratuidad,14179.0
2021-08-03,Agosto,2021,Linea 2,Prepago,118372.0
2021-08-03,Agosto,2021,Linea 2,Gratuidad,7929.0
2021-08-03,Agosto,2021,Linea 3,Prepago,96095.0
2021-08-03,Agosto,2021,Linea 3,Gratuidad,8647.0
2021-08-03,Agosto,2021,Linea 4,Prepago,62642.0
2021-08-03,Agosto,2021,Linea 4,Gratuidad,2646.0
2021-08-03,Agosto,2021,Linea 5,Prepago,140798.0
2021-08-03,Agosto,2021,Linea 5,Gratuidad,13781.0
2021-08-03,Agosto,2021,Linea 6,Prepago,109735.0
2021-08-03,Agosto,2021,Linea 6,Gratuidad,9733.0
2021-08-03,Agosto,2021,Linea 7,Prepago,96472.0
2021-08-03,Agosto,2021,Linea 7,Gratuidad,1270.0
2021-08-04,Agosto,2021,Linea 1,Prepago,263411.0
2021-08-04,Agosto,2021,Linea 1,Gratuidad,14385.0
2021-08-04,Agosto,2021,Linea 2,Prepago,118608.0
2021-08-04,Agosto,2021,Linea 2,Gratuidad,8088.0
2021-08-04,Agosto,2021,Linea 3,Prepago,102753.0
2021-08-04,Agosto,2021,Linea 3,Gratuidad,8383.0
2021-08-04,Agosto,2021,Linea 4,Prepago,65719.0
2021-08-04,Agosto,2021,Linea 4,Gratuidad,2751.0
2021-08-04,Agosto,2021,Linea 5,Prepago,143270.0
2021-08-04,Agosto,2021,Linea 5,Gratuidad,14678.0
2021-08-04,Agosto,2021,Linea 6,Prepago,108913.0
2021-08-04,Agosto,2021,Linea 6,Gratuidad,9390.0
2021-08-04,Agosto,2021,Linea 7,Prepago,96599.0
2021-08-04,Agosto,2021,Linea 7,Gratuidad,1478.0
2021-08-05,Agosto,2021,Linea 1,Prepago,261313.0
2021-08-05,Agosto,2021,Linea 1,Gratuidad,14142.0
2021-08-05,Agosto,2021,Linea 2,Prepago,119449.0
2021-08-05,Agosto,2021,Linea 2,Gratuidad,7570.0
2021-08-05,Agosto,2021,Linea 3,Prepago,100628.0
2021-08-05,Agosto,2021,Linea 3,Gratuidad,8831.0
2021-08-05,Agosto,2021,Linea 4,Prepago,63219.0
2021-08-05,Agosto,2021,Linea 4,Gratuidad,2654.0
2021-08-05,Agosto,2021,Linea 5,Prepago,144714.0
2021-08-05,Agosto,2021,Linea 5,Gratuidad,13863.0
2021-08-05,Agosto,2021,Linea 6,Prepago,109835.0
2021-08-05,Agosto,2021,Linea 6,Gratuidad,9134.0
2021-08-05,Agosto,2021,Linea 7,Prepago,96998.0
2021-08-05,Agosto,2021,Linea 7,Gratuidad,1581.0
2021-08-06,Agosto,2021,Linea 1,Prepago,278901.0
2021-08-06,Agosto,2021,Linea 1,Gratuidad,14326.0
2021-08-06,Agosto,2021,Linea 2,Prepago,124407.0
2021-08-06,Agosto,2021,Linea 2,Gratuidad,7953.0
2021-08-06,Agosto,2021,Linea 3,Prepago,105254.0
2021-08-06,Agosto,2021,Linea 3,Gratuidad,9434.0
2021-08-06,Agosto,2021,Linea 4,Prepago,59646.0
2021-08-06,Agosto,2021,Linea 4,Gratuidad,2781.0
2021-08-06,Agosto,2021,Linea 5,Prepago,148625.0
2021-08-06,Agosto,2021,Linea 5,Gratuidad,14176.0
2021-08-06,Agosto,2021,Linea 6,Prepago,117497.0
2021-08-06,Agosto,2021,Linea 6,Gratuidad,9175.0
2021-08-06,Agosto,2021,Linea 7,Prepago,103224.0
2021-08-06,Agosto,2021,Linea 7,Gratuidad,1223.0
2021-08-07,Agosto,2021,Linea 1,Prepago,178388.0
2021-08-07,Agosto,2021,Linea 1,Gratuidad,9965.0
2021-08-07,Agosto,2021,Linea 2,Prepago,94499.0
2021-08-07,Agosto,2021,Linea 2,Gratuidad,5976.0
2021-08-07,Agosto,2021,Linea 3,Prepago,78321.0
2021-08-07,Agosto,2021,Linea 3,Gratuidad,7079.0
2021-08-07,Agosto,2021,Linea 4,Prepago,56985.0
2021-08-07,Agosto,2021,Linea 4,Gratuidad,2499.0
2021-08-07,Agosto,2021,Linea 5,Prepago,118587.0
2021-08-07,Agosto,2021,Linea 5,Gratuidad,11786.0
2021-08-07,Agosto,2021,Linea 6,Prepago,82385.0
2021-08-07,Agosto,2021,Linea 6,Gratuidad,7083.0
2021-08-07,Agosto,2021,Linea 7,Prepago,78683.0
2021-08-07,Agosto,2021,Linea 7,Gratuidad,1017.0
2021-08-08,Agosto,2021,Linea 1,Prepago,98562.0
2021-08-08,Agosto,2021,Linea 1,Gratuidad,7651.0
2021-08-08,Agosto,2021,Linea 2,Prepago,60269.0
2021-08-08,Agosto,2021,Linea 2,Gratuidad,4197.0
2021-08-08,Agosto,2021,Linea 3,Prepago,45169.0
2021-08-08,Agosto,2021,Linea 3,Gratuidad,5727.0
2021-08-08,Agosto,2021,Linea 4,Prepago,25705.0
2021-08-08,Agosto,2021,Linea 4,Gratuidad,1752.0
2021-08-08,Agosto,2021,Linea 5,Prepago,77016.0
2021-08-08,Agosto,2021,Linea 5,Gratuidad,9051.0
2021-08-08,Agosto,2021,Linea 6,Prepago,54606.0
2021-08-08,Agosto,2021,Linea 6,Gratuidad,5404.0
2021-08-08,Agosto,2021,Linea 7,Prepago,48661.0
2021-08-08,Agosto,2021,Linea 7,Gratuidad,750.0
2021-08-09,Agosto,2021,Linea 1,Prepago,251904.0
2021-08-09,Agosto,2021,Linea 1,Gratuidad,13662.0
2021-08-09,Agosto,2021,Linea 2,Prepago,113993.0
2021-08-09,Agosto,2021,Linea 2,Gratuidad,8168.0
2021-08-09,Agosto,2021,Linea 3,Prepago,95487.0
2021-08-09,Agosto,2021,Linea 3,Gratuidad,9551.0
2021-08-09,Agosto,2021,Linea 4,Prepago,61514.0
2021-08-09,Agosto,2021,Linea 4,Gratuidad,2661.0
2021-08-09,Agosto,2021,Linea 5,Prepago,135837.0
2021-08-09,Agosto,2021,Linea 5,Gratuidad,14437.0
2021-08-09,Agosto,2021,Linea 6,Prepago,106007.0
2021-08-09,Agosto,2021,Linea 6,Gratuidad,9461.0
2021-08-09,Agosto,2021,Linea 7,Prepago,100948.0
2021-08-09,Agosto,2021,Linea 7,Gratuidad,1216.0
2021-08-10,Agosto,2021,Linea 1,Prepago,263096.0
2021-08-10,Agosto,2021,Linea 1,Gratuidad,14252.0
2021-08-10,Agosto,2021,Linea 2,Prepago,119020.0
2021-08-10,Agosto,2021,Linea 2,Gratuidad,8170.0
2021-08-10,Agosto,2021,Linea 3,Prepago,101385.0
2021-08-10,Agosto,2021,Linea 3,Gratuidad,9758.0
2021-08-10,Agosto,2021,Linea 4,Prepago,62312.0
2021-08-10,Agosto,2021,Linea 4,Gratuidad,2654.0
2021-08-10,Agosto,2021,Linea 5,Prepago,141052.0
2021-08-10,Agosto,2021,Linea 5,Gratuidad,14518.0
2021-08-10,Agosto,2021,Linea 6,Prepago,108827.0
2021-08-10,Agosto,2021,Linea 6,Gratuidad,9015.0
2021-08-10,Agosto,2021,Linea 7,Prepago,99691.0
2021-08-10,Agosto,2021,Linea 7,Gratuidad,1257.0
2021-08-11,Agosto,2021,Linea 1,Prepago,262196.0
